Cluster#,GeneID,CORUM complex,Product Description,#TM Domains,Ortholog Group,Computed GO Components,Computed GO Functions,Computed GO Processes,Symbol,Phenotype Bushell 2017,Phenotype Zhang 2018
454,PF3D7_1239200,,transcription factor with AP2 domain(s),0,OG5_153590,null,sequence-specific DNA binding transcription factor activity,"regulation of transcription, DNA-templated",APIAP2,,Non - Mutable in CDS
454,PF3D7_1107800,,transcription factor with AP2 domain(s),0,OG5_167207,null,sequence-specific DNA binding transcription factor activity,"regulation of transcription, DNA-templated",APIAP2,Essential,Non - Mutable in CDS
454,PF3D7_0613800,,transcription factor with AP2 domain(s),0,OG5_159961,null,sequence-specific DNA binding transcription factor activity,"regulation of transcription, DNA-templated",APIAP2,Essential,Non - Mutable in CDS
455,PF3D7_1321700,,splicing factor 1,0,OG5_128375,nucleus,"RNA binding, nucleotide binding",mRNA processing,SF1,Essential,Mutable in CDS
455,PF3D7_1452700,,"U1 snRNA associated protein, putative",0,OG5_127248,U1 snRNP,mRNA binding,mRNA splice site selection,PF14_0502,,Non - Mutable in CDS
456,PF3D7_0721100,,"conserved Plasmodium protein, unknown function",1,OG5_165001,null,null,null,PF07_0087,Essential,Non - Mutable in CDS
456,PF3D7_1112400,,"conserved Plasmodium protein, unknown function",0,OG5_165259,null,"nucleic acid binding, single-stranded telomeric DNA binding",telomere capping,PF11_0130,,Mutable in CDS
457,PF3D7_0508900,,"conserved Plasmodium protein, unknown function",0,OG5_152611,"cytoplasm, myosin complex","ATP binding, actin binding, motor activity",null,MAL5P1.90,,Mutable in CDS
457,PF3D7_0612200,,leucine-rich repeat protein,0,OG5_126585,null,protein binding,null,LRR6,,Non - Mutable in CDS
458,PF3D7_1120000,,"conserved Plasmodium protein, unknown function",0,OG5_156750,cytoplasm,ATP binding,null,PF11_0207,Slow,Non - Mutable in CDS
458,PF3D7_0302800,,"conserved Plasmodium protein, unknown function",0,OG5_147424,null,"RNA binding, nucleotide binding",null,MAL3P1.8,,Non - Mutable in CDS
459,PF3D7_0704800,,"conserved Plasmodium protein, unknown function",0,OG5_165467,null,catalytic activity,null,PF07_0019,Dispensable,Mutable in CDS
459,PF3D7_1356800,,"serine/threonine protein kinase, putative",0,OG5_160431,null,"ATP binding, protein kinase activity",protein phosphorylation,ARK3,,Mutable in CDS
460,PF3D7_0918000,,glideosome-associated protein 50,2,OG5_129627,null,hydrolase activity,null,GAP50,Essential,Non - Mutable in CDS
460,PF3D7_1323700,,glideosome associated protein with multiple membrane spans 1,6,OG5_140542,"integral component of membrane, plasma membrane",null,null,GAPM1,Essential,Non - Mutable in CDS
460,PF3D7_0522600,,inner membrane complex protein,8,OG5_134918,"integral component of membrane, membrane",magnesium ion transmembrane transporter activity,magnesium ion transport,MAL5P1.226,Dispensable,Non - Mutable in CDS
460,PF3D7_0515700,,"glideosome-associated protein 40, putative",10,OG5_141740,null,null,null,GAP40,Essential,Non - Mutable in CDS
461,PF3D7_0506900,,rhomboid protease ROM4,6,OG5_135731,integral component of membrane,serine-type endopeptidase activity,proteolysis,ROM4,Slow,Non - Mutable in CDS
461,PF3D7_1114100,,rhomboid protease ROM1,7,OG5_137241,integral component of membrane,serine-type endopeptidase activity,proteolysis,PF3D7_1114100.1,Dispensable,
462,PF3D7_1010200,,"DNA2/NAM7 helicase, putative",0,OG5_128456,cytoplasm,"ATP binding, DNA binding, RNA binding, helicase activity, zinc ion binding","transcription, DNA-templated",2296.T00402,,Non - Mutable in CDS
462,PF3D7_1032100,,"mRNA-decapping enzyme subunit 1, putative",0,OG5_146821,null,enzyme activator activity,positive regulation of catalytic activity,DCP1,,Mutable in CDS
463,PF3D7_1015300,,"methionine aminopeptidase 1b, putative",0,OG5_126721,null,"aminopeptidase activity, metalloexopeptidase activity",proteolysis,METAP1B,Dispensable,Mutable in CDS
463,PF3D7_0808400,,"coatomer subunit epsilon, putative",0,OG5_159697,null,structural molecule activity,"retrograde vesicle-mediated transport, Golgi to ER",SEC28,Dispensable,Mutable in CDS
464,PF3D7_0927600,,"RNA-binding protein, putative",0,OG5_142570,null,RNA binding,null,PFI1355W,,Non - Mutable in CDS
464,PF3D7_0804600,,"U2 snRNA/tRNA pseudouridine synthase, putative",0,OG5_128260,null,"RNA binding, pseudouridine synthase activity",pseudouridine synthesis,PF08_0123,,Mutable in CDS
465,PF3D7_1252100,,rhoptry neck protein 3,3,OG5_166882,null,null,null,RON3,,Non - Mutable in CDS
465,PF3D7_1334300,,MSP7-like protein,0,OG5_178789,null,null,null,MSRP5,,Mutable in CDS
466,PF3D7_1133200,,"conserved Plasmodium protein, unknown function",0,OG5_152980,"cytoplasm, myosin complex","ATP binding, actin binding, calmodulin binding, motor activity",null,PF11_0342,,Mutable in CDS
466,PF3D7_1319400,,"conserved Plasmodium protein, unknown function",0,OG5_147429,null,null,null,MAL13P1.103,Essential,Non - Mutable in CDS
467,PF3D7_1456500,,"conserved Plasmodium protein, unknown function",0,OG5_167380,nucleus,null,"cell cycle, chromosome segregation",PF14_0538,,Non - Mutable in CDS
467,PF3D7_1330600,,"elongation factor Tu, putative",0,OG5_126954,intracellular,"GTP binding, GTPase activity, translation elongation factor activity",translational elongation,MAL13P1.164,Essential,Non - Mutable in CDS
468,PF3D7_0204900,,"ubiE/COQ5 methyltransferase, putative",0,OG5_127211,null,methyltransferase activity,null,PF02_0046,Essential,Non - Mutable in CDS
468,PF3D7_0621900,,"signal recognition particle subunit SRP68, putative",0,OG5_155292,nucleus,RNA binding,null,SRP68,Essential,Non - Mutable in CDS
469,PF3D7_1416100,,"protein SEY1, putative",2,OG5_128997,null,null,null,SEY1,,Non - Mutable in CDS
469,PF3D7_1450400,,"zinc finger protein, putative",0,OG5_153772,nucleus,"DNA binding, protein binding, zinc ion binding","regulation of transcription, DNA-templated, transcription, DNA-templated",PF14_0479,,Mutable in CDS
470,PF3D7_0722200,,rhoptry-associated leucine zipper-like protein 1,1,OG5_160791,null,null,null,RALP1,Essential,Non - Mutable in CDS
470,PF3D7_0303200,,"HAD superfamily protein, putative",0,OG5_127287,null,null,null,MAL3P1.12,Essential,Non - Mutable in CDS
471,PF3D7_0617000,,"mitochondrial import receptor subunit TOM40, putative",0,OG5_140027,mitochondrial outer membrane,null,transmembrane transport,TOM40,,Non - Mutable in CDS
471,PF3D7_1333300,,"transmembrane protein Tmp21 homologue, putative",2,OG5_127900,integral component of membrane,null,transport,MAL13P1.171,Dispensable,Mutable in CDS
471,PF3D7_0422100,,"transmembrane emp24 domain-containing protein, putative",2,OG5_137211,"Golgi membrane, endoplasmic reticulum membrane, integral component of membrane",null,"protein transport, transport, vesicle-mediated transport",MAL4P1.203,,Non - Mutable in CDS
472,PF3D7_0925700,,histone deacetylase 1,0,OG5_126742,null,histone deacetylase activity,histone deacetylation,HDAC1,Essential,Non - Mutable in CDS
472,PF3D7_0204900,,"ubiE/COQ5 methyltransferase, putative",0,OG5_127211,null,methyltransferase activity,null,PF02_0046,Essential,Non - Mutable in CDS
473,PF3D7_1426700,,phosphoenolpyruvate carboxylase,0,OG5_130145,null,phosphoenolpyruvate carboxylase activity,"carbon fixation, tricarboxylic acid cycle",PEPC,,Mutable in CDS
473,PKNH_1149000,,"conserved Plasmodium protein, unknown function",2,OG5_243588,null,null,null,,,
474,PF3D7_1468400,,"zinc finger protein, putative",0,OG5_141231,cytoplasm,"metal ion binding, nucleic acid binding, zinc ion binding",null,D13,,Mutable in CDS
474,PF3D7_0618000,,"conserved Plasmodium membrane protein, unknown function",4,OG5_167285,null,null,null,2270.T00470,,Mutable in CDS
475,PF3D7_0628300,,"choline/ethanolaminephosphotransferase, putative",8,OG5_126828,"integral component of membrane, membrane","phosphotransferase activity, for other substituted phosphate groups",phospholipid biosynthetic process,CEPT,Essential,
475,PF3D7_1353600,,ER lumen protein retaining receptor,4,OG5_127279,integral component of membrane,ER retention sequence binding,protein retention in ER lumen,ERD2,Essential,Non - Mutable in CDS
476,PF3D7_1442100,,"replication factor A protein 3, putative",0,OG5_143364,"cytoplasm, nucleus",DNA binding,"DNA recombination, DNA repair, DNA replication",RPA3,Essential,Non - Mutable in CDS
476,PF3D7_1132300,,"nucleic acid binding protein, putative",0,OG5_156634,null,"ATP binding, nucleic acid binding, transferase activity",null,PF11_0332,,Non - Mutable in CDS
477,PKNH_0207000,,"conserved Plasmodium protein, unknown function",0,OG5_243241,null,null,null,,,
477,PF3D7_1005500,,"regulator of nonsense transcripts 1, putative",0,OG5_128540,cytoplasm,"ATP binding, DNA binding, helicase activity, zinc ion binding","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",UPF1,Dispensable,Mutable in CDS
478,PKNH_0913400,,"SICAvar, type I",0,OG5_126656,null,null,null,,,
478,PF3D7_1005500,,"regulator of nonsense transcripts 1, putative",0,OG5_128540,cytoplasm,"ATP binding, DNA binding, helicase activity, zinc ion binding","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",UPF1,Dispensable,Mutable in CDS
479,PF3D7_0719900,,"conserved Plasmodium membrane protein, unknown function",4,OG5_157652,nucleus,null,null,PF07_0082,,Non - Mutable in CDS
479,PF3D7_1358200,,"conserved Plasmodium protein, unknown function",0,OG5_167304,extracellular region,calcium ion binding,cell adhesion,MAL13P1.286,,Non - Mutable in CDS
480,PF3D7_0305300,,"conserved Plasmodium membrane protein, unknown function",11,OG5_160609,"extracellular region, membrane",null,null,MAL3P2.17,,Mutable in CDS
480,PF3D7_0214100,,protein transport protein SEC31,0,OG5_127506,null,protein binding,null,SEC31,Essential,Non - Mutable in CDS
481,PF3D7_1022500,,"citrate synthase, mitochondrial, putative",0,OG5_127570,null,"transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer",cellular carbohydrate metabolic process,CS,,Mutable in CDS
481,PF3D7_1325200,,"lactate dehydrogenase, putative",0,OG5_167408,null,"L-malate dehydrogenase activity, oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","cellular carbohydrate metabolic process, glycolytic process, malate metabolic process, oxidation-reduction process, tricarboxylic acid cycle, tricarboxylic acid cycle intermediate metabolic process",PF13_0144,Dispensable,Mutable in CDS
482,PF3D7_1430100,,serine/threonine protein phosphatase 2A activator,0,OG5_127213,null,phosphatase activator activity,null,PTPA,,Non - Mutable in CDS
482,PF3D7_0317800,,"26S proteasome non-ATPase regulatory subunit 9, putative",0,OG5_128010,null,protein binding,null,MAL3P6.16,,Non - Mutable in CDS
483,PF3D7_1418100,,"liver specific protein 1, putative",0,OG5_167245,null,null,null,LISP1,Dispensable,Mutable in CDS
483,PF3D7_1346400,,"conserved Plasmodium protein, unknown function",0,OG5_138079,null,null,null,MAL13P1.234,,Mutable in CDS
484,PKNH_0933200,,"protein phosphatase PPM8, putative",0,OG5_135314,null,"catalytic activity, protein serine/threonine phosphatase activity",protein dephosphorylation,,,
484,PF3D7_0608900,,"conserved Plasmodium protein, unknown function",3,OG5_166980,null,null,null,2270.T00224,,Non - Mutable in CDS
485,PF3D7_1406300,,glycerophosphodiester phosphodiesterase,0,OG5_153518,null,phosphoric diester hydrolase activity,lipid metabolic process,GDPD,,Non - Mutable in CDS
485,PF3D7_0922200,,S-adenosylmethionine synthetase,0,OG5_126734,null,"ATP binding, methionine adenosyltransferase activity",S-adenosylmethionine biosynthetic process,SAMS,,Non - Mutable in CDS
486,PF3D7_1434500,,"dynein-related AAA-type ATPase, putative",9,OG5_127263,"membrane, nucleus","ATP binding, ATPase activity",ribosomal large subunit assembly,PF14_0326,Essential,Non - Mutable in CDS
486,PF3D7_1454200,,"conserved Plasmodium protein, unknown function",2,OG5_167375,null,null,null,PF14_0515,,Mutable in CDS
487,PF3D7_1441300,,"serine/threonine protein kinase, putative",0,OG5_137359,null,"ATP binding, protein kinase activity",protein phosphorylation,PF14_0392,Dispensable,Mutable in CDS
487,PF3D7_0414600,,"conserved Apicomplexan protein, unknown function",0,OG5_145116,null,null,null,APH,Slow,Non - Mutable in CDS
488,PF3D7_0318900,,"conserved protein, unknown function",2,OG5_128710,integral component of membrane,null,null,MAL3P6.26,Dispensable,Non - Mutable in CDS
488,PF3D7_1433600,,"signal peptidase complex subunit SPC1, putative",2,OG5_129239,"integral component of membrane, signal peptidase complex",peptidase activity,signal peptide processing,SPC1,,Non - Mutable in CDS
489,PF3D7_1121700,,protein GCN20,0,OG5_126934,null,"ATP binding, ATPase activity",null,GCN20,Dispensable,Mutable in CDS
489,PF3D7_0531300,,"conserved Plasmodium protein, unknown function",0,OG5_167359,null,null,null,MAL5P1.310,Dispensable,Non - Mutable in CDS
490,PF3D7_1356800,,"serine/threonine protein kinase, putative",0,OG5_160431,null,"ATP binding, protein kinase activity",protein phosphorylation,ARK3,,Mutable in CDS
490,PF3D7_1436400,,"conserved Plasmodium protein, unknown function",0,OG5_166361,null,DNA binding,null,PF14_0345,Essential,Mutable in CDS
491,PF3D7_1340900,,sodium-dependent phosphate transporter,10,OG5_126728,membrane,inorganic phosphate transmembrane transporter activity,phosphate ion transport,PIT,,Non - Mutable in CDS
491,PF3D7_0614300,,"major facilitator superfamily-related transporter, putative",12,OG5_164658,integral component of membrane,null,transmembrane transport,MFR1,Dispensable,Mutable in CDS
492,PF3D7_1008700,,tubulin beta chain,0,OG5_126611,protein complex,"GTP binding, GTPase activity","GTP catabolic process, protein polymerization",PF10_0084,Essential,Non - Mutable in CDS
492,PF3D7_0904700,,bacterial histone-like protein,0,OG5_135733,null,DNA binding,null,HU,,Non - Mutable in CDS
493,PF3D7_0613800,,transcription factor with AP2 domain(s),0,OG5_159961,null,sequence-specific DNA binding transcription factor activity,"regulation of transcription, DNA-templated",APIAP2,Essential,Non - Mutable in CDS
493,PF3D7_0723800,,"conserved Plasmodium protein, unknown function",0,OG5_167092,"cytoplasm, extracellular region",structural molecule activity,phosphate ion transport,PF07_0101,,Non - Mutable in CDS
494,PKNH_0623200,,"Plasmodium exported protein, unknown function",3,OG5_pcyn|PCYB_063240,null,null,null,,,
494,PF3D7_1234500,,"conserved Plasmodium protein, unknown function",0,OG5_166868,cytoplasm,null,null,2277.T00333,,Mutable in CDS
495,PF3D7_1121900,,"serine/threonine protein kinase, putative",0,OG5_136837,null,"ATP binding, protein kinase activity",protein phosphorylation,PF11_0227,,Non - Mutable in CDS
495,PF3D7_1441300,,"serine/threonine protein kinase, putative",0,OG5_137359,null,"ATP binding, protein kinase activity",protein phosphorylation,PF14_0392,Dispensable,Mutable in CDS
496,PF3D7_0904400,,"signal peptidase complex subunit 3, putative",1,OG5_128397,"integral component of membrane, signal peptidase complex",peptidase activity,signal peptide processing,SPC3,,Non - Mutable in CDS
496,PF3D7_0320700,,"signal peptidase complex subunit SPC2, putative",2,OG5_156473,"integral component of membrane, signal peptidase complex",peptidase activity,signal peptide processing,SPC2,Essential,Non - Mutable in CDS
497,PF3D7_1117300,,"conserved Plasmodium protein, unknown function",3,OG5_156824,null,null,null,PF11_0179,,Mutable in CDS
497,PKNH_1325800,,"Plasmodium exported protein, unknown function",1,OG5_180965,null,null,null,,,
498,PF3D7_1362000,,"conserved Plasmodium protein, unknown function",1,OG5_150534,null,null,null,PF13_0329,Essential,Non - Mutable in CDS
498,PF3D7_0104100,,"conserved Plasmodium membrane protein, unknown function",5,OG5_166995,integral component of membrane,null,transport,MAL1P1.31,Slow,Non - Mutable in CDS
499,PKNH_1412100,,"SICAvar, type I",0,OG5_126656,null,null,null,,,
499,PF3D7_1447600,,"conserved Plasmodium protein, unknown function",1,OG5_158131,null,null,null,PF14_0452A,Dispensable,Non - Mutable in CDS
500,PF3D7_1320900,,"RNA-binding protein, putative",0,OG5_129285,null,"nucleic acid binding, nucleotide binding",null,PF13_0122,,Non - Mutable in CDS
500,PF3D7_1006600,,"phosducin-like protein, putative",0,OG5_127313,null,null,cell redox homeostasis,PHLP1,,Non - Mutable in CDS
501,PF3D7_1434100,,"queuine tRNA-ribosyltransferase, putative",0,OG5_146983,null,queuine tRNA-ribosyltransferase activity,queuosine biosynthetic process,PF14_0322,,Mutable in CDS
501,PF3D7_0918900,,gamma-glutamylcysteine synthetase,0,OG5_128698,null,glutamate-cysteine ligase activity,glutathione biosynthetic process,GAMMAGCS,,Non - Mutable in CDS
502,PF3D7_1366300,,"conserved Plasmodium protein, unknown function",0,OG5_162096,nucleus,null,null,MAL13P1.333,,Mutable in CDS
502,PF3D7_0318200,,DNA-directed RNA polymerase II subunit RPB1,0,OG5_126637,"DNA-directed RNA polymerase II, core complex","DNA binding, DNA-directed RNA polymerase activity",transcription from RNA polymerase II promoter,RPB1,Essential,Non - Mutable in CDS
503,PF3D7_1314700,,"conserved Plasmodium protein, unknown function",0,OG5_146580,null,null,null,MAL13P1.75,,Mutable in CDS
503,PF3D7_1245400,,"mitochondrial ribosomal protein L3 precursor, putative",0,OG5_127133,ribosome,structural constituent of ribosome,translation,2277.T00436,Essential,Non - Mutable in CDS
504,PF3D7_1335000,,MSP7-like protein,0,OG5_165511,null,null,null,MSRP1,,Mutable in CDS
504,PF3D7_1248700,,"conserved Plasmodium protein, unknown function",0,OG5_137922,nucleus,null,null,2277.T00467,Essential,Non - Mutable in CDS
505,PKNH_1032400,,"skeleton-binding protein 1, putative",1,OG5_159311,null,null,null,,,
505,PF3D7_1432100,,"voltage-dependent anion-selective channel protein, putative",0,OG5_149308,mitochondrial outer membrane,null,transmembrane transport,PF14_0301,Essential,Non - Mutable in CDS
506,PF3D7_0703900,,"conserved Plasmodium membrane protein, unknown function",11,OG5_157845,"cytoplasm, extracellular region",structural molecule activity,"cell adhesion, phosphate ion transport",MAL7P1.15,Essential,Non - Mutable in CDS
506,PF3D7_1225200,,"conserved Plasmodium protein, unknown function",0,OG5_165204,nucleus,"DNA binding, chromatin binding, protein binding, zinc ion binding","regulation of transcription, DNA-templated, transcription, DNA-templated",2277.T00243,Essential,Non - Mutable in CDS
506,PF3D7_1329000,,"DNA-directed RNA polymerase III subunit RPC1, putative",0,OG5_126637,null,"DNA binding, DNA-directed RNA polymerase activity","transcription, DNA-templated",PF13_0150,Essential,Non - Mutable in CDS
507,PF3D7_1450700,,"conserved Plasmodium protein, unknown function",0,OG5_128767,"cytoplasm, nucleus",null,null,PF14_0482,Essential,Mutable in CDS
507,PF3D7_1209300,,"zinc finger transcription factor, putative",0,OG5_126539,null,metal ion binding,null,KROX1,Essential,Mutable in CDS
508,PF3D7_0524300,,"conserved Plasmodium protein, unknown function",0,OG5_167354,null,null,null,MAL5P1.242,,Non - Mutable in CDS
508,PF3D7_0816400,,EF-hand calcium-binding domain-containing protein,0,OG5_158067,null,calcium ion binding,null,MAL8P1.79,Dispensable,Mutable in CDS
509,PF3D7_1308100,,"CCAAT-binding transcription factor, putative",0,OG5_159764,intracellular,"protein heterodimerization activity, sequence-specific DNA binding",null,PF13_0043,Dispensable,Non - Mutable in CDS
509,PF3D7_1216300,,signal recognition particle subunit SRP19,0,OG5_128121,signal recognition particle,7S RNA binding,SRP-dependent cotranslational protein targeting to membrane,SRP19,Essential,Non - Mutable in CDS
510,PF3D7_0717500,,calcium-dependent protein kinase 4,0,OG5_126600,null,"ATP binding, calcium ion binding, protein kinase activity",protein phosphorylation,CDPK4,Slow,Mutable in CDS
510,PF3D7_0914600,,"transcription elongation factor 1, putative",0,OG5_128595,null,null,null,ELF1,,Non - Mutable in CDS
511,PKNH_API01000,,large subunit ribosomal RNA,null,PKNH_API01000,null,null,null,,,
511,PF3D7_0710000,,"conserved Plasmodium protein, unknown function",0,OG5_138484,nucleus,null,null,MAL7P1.30,,Non - Mutable in CDS
512,PF3D7_0811600,,"conserved Plasmodium protein, unknown function",0,OG5_161495,cytoplasm,ATP binding,null,PF08_0091,Slow,Non - Mutable in CDS
512,PF3D7_0905400,,high molecular weight rhoptry protein 3,0,OG5_161429,null,null,null,RHOPH3,Essential,Non - Mutable in CDS
512,PF3D7_1410400,,rhoptry-associated protein 1,0,OG5_162087,null,null,null,RAP1,Slow,Mutable in CDS
512,PF3D7_0930300,,merozoite surface protein 1,1,OG5_159573,membrane,null,pathogenesis,MSP1,Essential,Non - Mutable in CDS
512,PF3D7_1105300,,"conserved Plasmodium protein, unknown function",1,OG5_167210,membrane,null,null,PF11_0064,Slow,Non - Mutable in CDS
513,PF3D7_0915700,,"conserved Plasmodium protein, unknown function",0,OG5_147433,null,null,null,PFI0770C,,Non - Mutable in CDS
513,PKNH_0413500,,"cysteine protease, putative",0,OG5_pkno|PKH_041240,null,null,null,,,
514,PF3D7_1430300,,"acid phosphatase, putative",0,OG5_127768,cytoplasm,acid phosphatase activity,null,PF14_0282,Dispensable,Mutable in CDS
514,PKNH_0111100,,"glutathione synthetase, putative",0,OG5_128131,null,"ATP binding, glutathione synthase activity",glutathione biosynthetic process,,,
514,PF3D7_1222100,,"conserved Plasmodium protein, unknown function",1,OG5_167484,membrane,null,null,2277.T00213,,Mutable in CDS
515,PF3D7_1326000,,"conserved Plasmodium protein, unknown function",1,OG5_167410,null,null,null,MAL13P1.141,,Non - Mutable in CDS
515,PF3D7_1465000,,"conserved Plasmodium protein, unknown function",1,OG5_150543,membrane,nucleotide binding,null,PF14_0617,Essential,Non - Mutable in CDS
516,PF3D7_1126000,,threonine--tRNA ligase,0,OG5_126764,cytoplasm,"ATP binding, threonine-tRNA ligase activity",threonyl-tRNA aminoacylation,THRRS,Essential,Non - Mutable in CDS
516,PF3D7_1123100,,calcium-dependent protein kinase 7,0,OG5_131887,null,"ATP binding, calcium ion binding, protein kinase activity",protein phosphorylation,CDPK7,Essential,Non - Mutable in CDS
517,PF3D7_1130000,,"phosphoacetylglucosamine mutase, putative",0,OG5_128133,null,"intramolecular transferase activity, phosphotransferases, magnesium ion binding",carbohydrate metabolic process,PAGM,Slow,Non - Mutable in CDS
517,PF3D7_1303500,,"sodium/hydrogen exchanger, Na+, H+ antiporter",14,OG5_126729,integral component of membrane,solute:proton antiporter activity,"cation transport, transmembrane transport",NHE,,Mutable in CDS
518,PF3D7_1034900,,methionine--tRNA ligase,0,OG5_127468,cytoplasm,"ATP binding, methionine-tRNA ligase activity",methionyl-tRNA aminoacylation,MRSCYT,,Non - Mutable in CDS
518,PF3D7_0815200,,"importin beta, putative",0,OG5_127843,null,Ran GTPase binding,intracellular protein transport,PF08_0069,Essential,Non - Mutable in CDS
518,PF3D7_1437200,,"ribonucleoside-diphosphate reductase large subunit, putative",0,OG5_126839,null,"ATP binding, ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor","DNA replication, oxidation-reduction process",PF14_0352,Essential,Non - Mutable in CDS
518,PF3D7_1124600,,ethanolamine kinase,0,OG5_127649,null,"transferase activity, transferring phosphorus-containing groups",null,EK,Slow,Non - Mutable in CDS
518,PF3D7_1342100,,aconitate hydratase,0,OG5_126691,null,null,metabolic process,IRP,Essential,Mutable in CDS
519,PF3D7_1306900,,"U1 small nuclear ribonucleoprotein A, putative",0,OG5_127059,null,"nucleic acid binding, nucleotide binding, snRNA binding",null,SNRPA,Essential,Non - Mutable in CDS
519,PF3D7_0909800,,"small nuclear ribonucleoprotein Sm D3, putative",0,OG5_127840,null,null,null,SNRPD3,,Non - Mutable in CDS
520,PF3D7_1346100,,protein transport protein SEC61 subunit alpha,8,OG5_127102,membrane,null,protein transport,SEC61,Essential,Non - Mutable in CDS
520,PF3D7_0306500,,"conserved Plasmodium protein, unknown function",1,OG5_147456,cytoplasm,metal ion binding,null,MAL3P2.25,Essential,Non - Mutable in CDS
521,PF3D7_1426300,,"dynein-associated protein, putative",0,OG5_130116,null,protein binding,null,PF14_0243,Dispensable,Mutable in CDS
521,PF3D7_0922000,,"dynein intermediate chain, putative",0,OG5_130052,null,protein binding,null,PFI1080W,,Mutable in CDS
522,PF3D7_0515700,,"glideosome-associated protein 40, putative",10,OG5_141740,null,null,null,GAP40,Essential,Non - Mutable in CDS
522,PF3D7_0423500,,glideosome associated protein with multiple membrane spans 2,6,OG5_141755,integral component of membrane,metal ion binding,transport,GAPM2,,Non - Mutable in CDS
522,PF3D7_0918000,,glideosome-associated protein 50,2,OG5_129627,null,hydrolase activity,null,GAP50,Essential,Non - Mutable in CDS
522,PF3D7_1323700,,glideosome associated protein with multiple membrane spans 1,6,OG5_140542,"integral component of membrane, plasma membrane",null,null,GAPM1,Essential,Non - Mutable in CDS
522,PF3D7_1406800,,glideosome associated protein with multiple membrane spans 3,6,OG5_143227,integral component of membrane,null,null,GAPM3,Essential,Non - Mutable in CDS
523,PF3D7_0517300,,serine/arginine-rich splicing factor 1,0,OG5_128933,null,"nucleic acid binding, nucleotide binding",null,SR1,,Non - Mutable in CDS
523,PF3D7_1452700,,"U1 snRNA associated protein, putative",0,OG5_127248,U1 snRNP,mRNA binding,mRNA splice site selection,PF14_0502,,Non - Mutable in CDS
524,PF3D7_1208200,,cysteine repeat modular protein 3,8,OG5_145113,null,null,null,CRMP3,,Mutable in CDS
524,PF3D7_0520500,,"phosphomethylpyrimidine kinase, putative",0,OG5_128612,null,null,null,MAL5P1.206,,Mutable in CDS
525,PF3D7_0713900,,"conserved Plasmodium protein, unknown function",0,OG5_159576,null,null,null,PF07_0053,Essential,Mutable in CDS
525,PF3D7_1335000,,MSP7-like protein,0,OG5_165511,null,null,null,MSRP1,,Mutable in CDS
526,PF3D7_1419100,,"ATP-dependent rRNA helicase SPB4, putative",0,OG5_145124,null,"ATP binding, nucleic acid binding",null,SPB4,Dispensable,Mutable in CDS
526,PF3D7_0821000,,"conserved Plasmodium protein, unknown function",2,OG5_136259,intracellular,"ATP binding, GTP binding, GTPase activity, calcium ion binding",null,MAL8P1.53,,Non - Mutable in CDS
527,PKNH_1100900,,"conserved Plasmodium protein, unknown function",1,OG5_205493,null,null,null,,,
527,PF3D7_1325600,,"mitochondrial fission 1 protein, putative",1,OG5_129200,null,protein binding,mitochondrial fission,FIS1,,Non - Mutable in CDS
528,PF3D7_0720800,,"Ham1-like protein, putative",0,OG5_126970,null,hydrolase activity,null,MAL7P1.110,,Non - Mutable in CDS
528,PF3D7_1217900,,"PPPDE peptidase domain-containing protein, putative",0,OG5_128951,null,null,null,2277.T00173,Slow,Mutable in CDS
528,PF3D7_1245900,,"conserved Plasmodium protein, unknown function",0,OG5_156202,"cytoplasm, membrane",protein binding,null,2277.T00440,,Mutable in CDS
529,PF3D7_0204700,,hexose transporter,12,OG5_127135,integral component of membrane,substrate-specific transmembrane transporter activity,transmembrane transport,HT,,Non - Mutable in CDS
529,PF3D7_0206200,,pantothenate transporter,11,OG5_131121,integral component of membrane,null,transmembrane transport,PAT,,Mutable in CDS
529,PF3D7_1129900,,"major facilitator superfamily-related transporter, putative",12,OG5_146787,membrane,null,null,MFR5,,Mutable in CDS
529,PF3D7_0614300,,"major facilitator superfamily-related transporter, putative",12,OG5_164658,integral component of membrane,null,transmembrane transport,MFR1,Dispensable,Mutable in CDS
530,PF3D7_0214000,,T-complex protein 1 subunit theta,0,OG5_127923,null,"ATP binding, unfolded protein binding",protein folding,CCT8,,Non - Mutable in CDS
530,PF3D7_1028100,,protoporphyrinogen oxidase,2,OG5_158981,membrane,oxidoreductase activity,oxidation-reduction process,PPO,Dispensable,Mutable in CDS
531,PF3D7_1339400,,"conserved Plasmodium protein, unknown function",1,OG5_153598,null,null,null,PF13_0216,,Non - Mutable in CDS
531,PF3D7_0306000,,"conserved Plasmodium protein, unknown function",1,OG5_145107,cytoplasm,ubiquinol-cytochrome-c reductase activity,null,MAL3P2.21C,Essential,Non - Mutable in CDS
532,PF3D7_1413900,,"DnaJ protein, putative",5,OG5_141138,membrane,null,null,PF14_0137,Essential,Non - Mutable in CDS
532,PF3D7_0306900,,"40S ribosomal protein S23, putative",0,OG5_127029,small ribosomal subunit,structural constituent of ribosome,translation,MAL3P2.27,Essential,Non - Mutable in CDS
