"Gene ID","source_id","Product Description","Previous ID(s)"
"PKNH_1342300","PKNH_1342300.1","ribosomal RNA small subunit methyltransferase A1, putative","Previous IDs: PK14_0695w;PKH_133140"
"PKNH_1342400","PKNH_1342400.1","serine palmitoyltransferase, putative","Previous IDs: PK14_0690c;PKH_133150"
"PKNH_1342500","PKNH_1342500.1","conserved Plasmodium protein, unknown function","Previous IDs: PK14_0685c;PKH_133160"
"PKNH_1342600","PKNH_1342600.1","conserved Plasmodium protein, unknown function","Previous IDs: PK14_0680c;PKH_133170"
"PKNH_1342700","PKNH_1342700.1","conserved Plasmodium protein, unknown function","Previous IDs: PK14_0675w;PKH_133180"
"PKNH_1342800","PKNH_1342800.1","RNA-binding protein Nova-1, putative","Previous IDs: PK14_0670w;PKH_133190"
"PKNH_1342900","PKNH_1342900.1","DNA-directed RNA polymerases I and III subunit RPAC2, putative","Previous IDs: PK14_0665w;PKH_133200"
"PKNH_1343000","PKNH_1343000.1","conserved protein, unknown function","Previous IDs: PK14_0660w;PKH_133210"
"PKNH_1343100","PKNH_1343100.1","uracil-DNA glycosylase, putative","Previous IDs: PK14_0655c;PKH_133220"
"PKNH_1343200","PKNH_1343200.1","ATP-dependent protease, putative","Previous IDs: PK14_0650c;PKH_133230"
"PKNH_1343300","PKNH_1343300.1","small nuclear ribonucleoprotein-associated protein B, putative","Previous IDs: PK14_0645c;PKH_133240"
"PKNH_1343400","PKNH_1343400.1","ubiquitin carboxyl-terminal hydrolase, putative","Previous IDs: PK14_0640c;PKH_133250"
"PKNH_1343500","PKNH_1343500.1","mRNA-capping enzyme subunit alpha, putative","Previous IDs: PK14_0635w;PKH_133260"
"PKNH_1343600","PKNH_1343600.1","atypical protein kinase, ABC-1 family, putative","Previous IDs: PK14_0630c;PKH_133270"
"PKNH_1343700","PKNH_1343700.1","serine/threonine protein phosphatase PP1, putative","Previous IDs: PK14_0625w;PKH_133280"
"PKNH_1343800","PKNH_1343800.1","60S ribosomal protein L10, putative","Previous IDs: PK14_0620w;PKH_133290"
"PKNH_1343900","PKNH_1343900.1","conserved Plasmodium protein, unknown function","Previous IDs: PK14_0615c;PKH_133300"
"PKNH_1344000","PKNH_1344000.1","zinc finger protein, putative","Previous IDs: PK14_0610w;PKH_133310"
"PKNH_1344100","PKNH_1344100.1","SICAvar, type I","Previous IDs: PK00_0650w;PK14_0605w;PK15_0630w;PKH_133320;PKH_133325;PKH_133330;PKH_133350"
"PKNH_1344200","PKNH_1344200.1","PIR protein","Previous IDs: PK13_7180c;PKH_133340"
"PKNH_1344300","PKNH_1344300.1","26S proteasome regulatory subunit RPN13, putative","Previous IDs: PK14_0600c;PKH_133360"
"PKNH_1344400","PKNH_1344400.1","DnaJ protein, putative","Previous IDs: PK14_0595w;PKH_133370"
"PKNH_1344500","PKNH_1344500.1","diphthamide biosynthesis protein 1, putative","Previous IDs: PK14_0590w;PKH_133380"
"PKNH_1344600","PKNH_1344600.1","conserved Plasmodium protein, unknown function","Previous IDs: PK14_0585c;PKH_133390"
"PKNH_1344700","PKNH_1344700.1","conserved Plasmodium protein, unknown function","Previous IDs: PK14_0580w;PKH_133400"
"PKNH_1344800","PKNH_1344800.1","FeS assembly ATPase SufC, putative","Previous IDs: PK14_0575c;PKH_133410"
"PKNH_1344900","PKNH_1344900.1","30S ribosomal protein S9, putative","Previous IDs: PK14_0570c;PKH_133420"
"PKNH_1345000","PKNH_1345000.1","conserved Plasmodium protein, unknown function","Previous IDs: PKH_133430"
"PKNH_1345100","PKNH_1345100.1","conserved Plasmodium protein, unknown function","Previous IDs: PK14_0565c;PKH_133440"
"PKNH_1345200","PKNH_1345200.1","conserved Plasmodium protein, unknown function","Previous IDs: PK14_0560w;PKH_133450"
"PKNH_1345300","PKNH_1345300.1","conserved Plasmodium protein, unknown function","Previous IDs: PK14_0550c;PKH_133460"
"PKNH_1345400","PKNH_1345400.1","ubiquitin-conjugating enzyme E2, putative","Previous IDs: PK14_0540w;PKH_133470"
"PKNH_1345500","PKNH_1345500.1","glycylpeptide N-tetradecanoyltransferase, putative","Previous IDs: PK14_0530c;PKH_133480"
"PKNH_1345600","PKNH_1345600.1","AAA family ATPase, putative","Previous IDs: PK14_0525w;PKH_133490"
"PKNH_1345700","PKNH_1345700.1","deoxyhypusine synthase, putative","Previous IDs: PK14_0520c;PKH_133500"
"PKNH_1345800","PKNH_1345800.1","actin II, putative","Previous IDs: PK14_0515w;PKH_133510"
"PKNH_1345900","PKNH_1345900.1","conserved Plasmodium protein, unknown function","Previous IDs: PK14_0510c;PKH_133520"
"PKNH_1346000","PKNH_1346000.1","nuclear transport factor 2, putative","Previous IDs: PK14_0505c;PKH_133530"
"PKNH_1346100","PKNH_1346100.1","conserved Plasmodium protein, unknown function","Previous IDs: PK14_0500c;PKH_133540"
"PKNH_1346200","PKNH_1346200.1","mini-chromosome maintenance complex-binding protein, putative","Previous IDs: PK14_0495w;PKH_133550"
"PKNH_1346300","PKNH_1346300.1","p1/s1 nuclease, putative","Previous IDs: PK14_0490w;PKH_133560"
"PKNH_1346400","PKNH_1346400.1","p1/s1 nuclease, putative","Previous IDs: PK14_0485w;PKH_133570"
"PKNH_1346500","PKNH_1346500.1","conserved Plasmodium protein, unknown function","Previous IDs: PK14_0480c;PKH_133580"
"PKNH_1346600","PKNH_1346600.1","methyltransferase, putative","Previous IDs: PK14_0475w;PKH_133590"
"PKNH_1346700","PKNH_1346700.1","GTP-binding protein Obg1, putative","Previous IDs: PK14_0470w;PKH_133600"
"PKNH_1346800","PKNH_1346800.1","conserved Plasmodium protein, unknown function","Previous IDs: PK14_0465w;PKH_133610"
"PKNH_1346900","PKNH_1346900.1","plastid replication-repair enzyme, putative","Previous IDs: PK14_0460c;PKH_133620"
"PKNH_1347000","PKNH_1347000.1","DnaJ protein, putative","Previous IDs: PK14_0455w;PKH_133630"
"PKNH_1347100","PKNH_1347100.1","rhomboid protease ROM8, putative","Previous IDs: PK14_0450c;PKH_133640"
"PKNH_1347200","PKNH_1347200.1","conserved Plasmodium protein, unknown function","Previous IDs: PK14_0445c;PK14_0447c;PKH_133650;PKH_133660"
"PKNH_1347300","PKNH_1347300.1","conserved Plasmodium protein, unknown function","Previous IDs: PK14_0440w;PKH_133670"
"PKNH_1347400","PKNH_1347400.1","ribosome maturation protein SBDS, putative","Previous IDs: PK14_0435w;PKH_133680"
"PKNH_1347500","PKNH_1347500.1","ankyrin-repeat protein, putative","Previous IDs: PK14_0430w;PKH_133690"
"PKNH_1347600","PKNH_1347600.1","conserved protein, unknown function","Previous IDs: PK14_0425c;PKH_133700"
"PKNH_1347700","PKNH_1347700.1","eukaryotic translation initiation factor 2 subunit gamma, putative","Previous IDs: PK14_0420w;PKH_133710"
"PKNH_1347800","PKNH_1347800.1","conserved Plasmodium protein, unknown function","Previous IDs: PK14_0415c;PKH_133720"
"PKNH_1347900","PKNH_1347900.1","rhoptry-associated protein 1","Previous IDs: PK14_0410w;PKH_133730"
"PKNH_1348000","PKNH_1348000.1","WD repeat-containing protein, putative","Previous IDs: PK14_0405c;PKH_133740"
"PKNH_1348100","PKNH_1348100.1","CTP synthase, putative","Previous IDs: PK14_0400w;PKH_133750"
"PKNH_1348200","PKNH_1348200.1","alpha/beta hydrolase, putative","Previous IDs: PK14_0395w;PKH_133760"
"PKNH_1348300","PKNH_1348300.1","ER membrane protein complex subunit 2, putative","Previous IDs: PK14_0390c;PKH_133770"
"PKNH_1348400","PKNH_1348400.1","cytidine diphosphate-diacylglycerol synthase","Previous IDs: PK14_0385w;PKH_133780"
"PKNH_1348500","PKNH_1348500.1","CUGBP Elav-like family member 2, putative","Previous IDs: PK14_0380w;PKH_133790"
"PKNH_1348600","PKNH_1348600.1","conserved protein, unknown function","Previous IDs: PK14_0375c;PKH_133800"
"PKNH_1348700","PKNH_1348700.1","conserved Plasmodium protein, unknown function","Previous IDs: PK14_0370w;PKH_133810"
"PKNH_1348800","PKNH_1348800.1","conserved Plasmodium protein, unknown function","Previous IDs: PK14_0365w;PKH_133820"
"PKNH_1348900","PKNH_1348900.1","conserved Plasmodium protein, unknown function","Previous IDs: PK14_0360w;PKH_133830"
"PKNH_1349000","PKNH_1349000.1","conserved protein, unknown function","Previous IDs: PKH_133835"
"PKNH_1349100","PKNH_1349100.1","DNA damage-inducible protein 1, putative","Previous IDs: PK14_0345w;PKH_133840"
"PKNH_1349200","PKNH_1349200.1","conserved Plasmodium protein, unknown function","Previous IDs: PKH_133845"
"PKNH_1349300","PKNH_1349300.1","aldo-keto reductase, putative","Previous IDs: PK14_0335w;PKH_133850"
"PKNH_1349400","PKNH_1349400.1","WD repeat-containing protein, putative","Previous IDs: PK14_0330c;PKH_133855"
"PKNH_1349500","PKNH_1349500.1","tRNA-dihydrouridine synthase, putative","Previous IDs: PK14_0325c;PKH_133860"
"PKNH_1349600","PKNH_1349600.1","conserved Plasmodium protein, unknown function","Previous IDs: PKH_133865"
"PKNH_1349700","PKNH_1349700.1","conserved protein, unknown function","Previous IDs: PK14_0315c;PKH_133870"
"PKNH_1349800","PKNH_1349800.1","40S ribosomal protein S8e, putative","Previous IDs: PK14_0310w;PKH_133880"
"PKNH_1349900","PKNH_1349900.1","conserved Plasmodium protein, unknown function","Previous IDs: PK14_0305w;PKH_133890"
"PKNH_1350000","PKNH_1350000.1","FANCJ-like helicase, putative","Previous IDs: PK14_0300c;PKH_133900"
"PKNH_1350100","PKNH_1350100.1","conserved Plasmodium protein, unknown function","null"
"PKNH_1350200","PKNH_1350200.1","AP2 domain transcription factor AP2-G2, putative","Previous IDs: PK14_0295c;PKH_133910"
"PKNH_1350300","PKNH_1350300.1","plasmepsin IV, putative","Previous IDs: PK14_0290w;PKH_133920"
"PKNH_1350400","PKNH_1350400.1","conserved protein, unknown function","Previous IDs: PK14_0285w;PKH_133930"
"PKNH_1350500","PKNH_1350500.1","conserved Plasmodium protein, unknown function","Previous IDs: PK14_0280c;PKH_133940"
"PKNH_1350600","PKNH_1350600.1","multifunctional methyltransferase subunit TRM112, putative","Previous IDs: PKH_133945"
"PKNH_1350700","PKNH_1350700.1","conserved Plasmodium protein, unknown function","Previous IDs: PK14_0270c;PKH_133950"
"PKNH_1350800","PKNH_1350800.1","pre-mRNA-splicing factor 38B, putative","Previous IDs: PK14_0265w;PKH_133960"
"PKNH_1350900","PKNH_1350900.1","hypothetical protein, conserved in Apicomplexan species","Previous IDs: PK14_0260c;PKH_133970"
"PKNH_1351000","PKNH_1351000.1","rRNA 2'-O-methyltransferase fibrillarin, putative","Previous IDs: PK14_0255w;PKH_133980"
"PKNH_1351100","PKNH_1351100.1","LCCL domain-containing protein, putative","Previous IDs: PK14_0250w;PKH_133990"
"PKNH_1351200","PKNH_1351200.1","radical SAM protein, putative","Previous IDs: PK14_0245w;PKH_134000"
"PKNH_1351300","PKNH_1351300.1","glideosome associated protein with multiple membrane spans 3, putative","Previous IDs: PK14_0240c;PKH_134010"
"PKNH_1351400","PKNH_1351400.1","vacuolar protein sorting-associated protein 29, putative","Previous IDs: PK14_0235w;PKH_134020"
"PKNH_1351500","PKNH_1351500.1","ATP-dependent Clp protease regulatory subunit ClpC, putative","Previous IDs: PK14_0230w;PKH_134030"
"PKNH_1351600","PKNH_1351600.1","WD repeat-containing protein 65, putative","Previous IDs: PK14_0225c;PKH_134040"
"PKNH_1351700","PKNH_1351700.1","pentatricopeptide repeat domain-containing protein, putative","Previous IDs: PK14_0220w;PKH_134050"
"PKNH_1351800","PKNH_1351800.1","glycerophosphodiester phosphodiesterase, putative","Previous IDs: PK14_0215w;PKH_134060"
"PKNH_1351900","PKNH_1351900.1","transcription elongation factor SPT6, putative","Previous IDs: PK14_0210w;PKH_134070"
"PKNH_1352000","PKNH_1352000.1","tubby domain-containing protein, putative","Previous IDs: PK14_0205c;PKH_134080"
"PKNH_1352100","PKNH_1352100.1","RNA-binding protein 8A, putative","Previous IDs: PK14_0200w;PKH_134090"
"PKNH_1352200","PKNH_1352200.1","RNA-binding protein, putative","Previous IDs: PK14_0195w;PKH_134100"
"PKNH_1352300","PKNH_1352300.1","ribosome biogenesis protein BOP1, putative","Previous IDs: PK14_0190c;PKH_134110"
"PKNH_1352400","PKNH_1352400.1","RING zinc finger protein, putative","Previous IDs: PK14_0185c;PKH_134120"
"PKNH_1352500","PKNH_1352500.1","ribonucleoside-diphosphate reductase small chain, putative","Previous IDs: PK14_0180c;PKH_134130"
"PKNH_1352600","PKNH_1352600.1","COBW domain-containing protein 1, putative","Previous IDs: PK14_0175w;PKH_134140"
"PKNH_1352700","PKNH_1352700.1","DNA mismatch repair protein, putative","Previous IDs: PK14_0170c;PKH_134150"
"PKNH_1352800","PKNH_1352800.1","conserved Plasmodium protein, unknown function","Previous IDs: PK14_0165w;PKH_134160"
"PKNH_1352900","PKNH_1352900.1","trafficking protein particle complex subunit 1, putative","Previous IDs: PK14_0165w;PKH_134170"
"PKNH_1353000","PKNH_1353000.1","GTPase-activating protein, putative","Previous IDs: PK14_0155c;PKH_134180"
"PKNH_1353100","PKNH_1353100.1","conserved Plasmodium protein, unknown function","Previous IDs: PK14_0150w;PKH_134190"
"PKNH_1353200","PKNH_1353200.1","conserved Plasmodium protein, unknown function","Previous IDs: PK14_0145w;PKH_134200"
"PKNH_1353300","PKNH_1353300.1","conserved Plasmodium protein, unknown function","Previous IDs: PK14_0140c;PKH_134210"
"PKNH_1353400","PKNH_1353400.1","conserved Plasmodium protein, unknown function","Previous IDs: PK14_0135c;PKH_134220"
"PKNH_1353500","PKNH_1353500.1","adenylyl cyclase alpha, putative","Previous IDs: PK14_0125c;PKH_134230"
"PKNH_1353600","PKNH_1353600.1","rRNA biogenesis protein RRP5, putative","Previous IDs: PK14_0120w;PKH_134240"
"PKNH_1353700","PKNH_1353700.1","ribosomal protein L16, mitochondrial, putative","Previous IDs: PK14_0115w;PKH_134250"
"PKNH_1353800","PKNH_1353800.1","secreted ookinete adhesive protein, putative","Previous IDs: PK14_0110w;PKH_134260"
"PKNH_1353900","PKNH_1353900.1","conserved Plasmodium protein, unknown function","Previous IDs: PK14_0105w;PKH_134270"
"PKNH_1354000","PKNH_1354000.1","cytochrome c, putative","Previous IDs: PK14_0100c;PKH_134280"
"PKNH_1354100","PKNH_1354100.1","DNA-directed RNA polymerase II subunit RPB4, putative","Previous IDs: PK14_0095w;PKH_134290"
"PKNH_1354200","PKNH_1354200.1","serine/threonine protein phosphatase CPPED1, putative","Previous IDs: PK14_0090c;PKH_134300"
"PKNH_1354300","PKNH_1354300.1","nuclear formin-like protein MISFIT, putative","Previous IDs: PK14_0085c;PKH_134310"
"PKNH_1354400","PKNH_1354400.1","translocation associated membrane protein, putative","Previous IDs: PK14_0080c;PKH_134320"
"PKNH_1354500","PKNH_1354500.1","selenoprotein, putative","Previous IDs: PKH_134330"
"PKNH_1354600","PKNH_1354600.1","dynein light chain, putative","Previous IDs: PK14_0075c;PKH_134335"
"PKNH_1354700","PKNH_1354700.1","conserved Plasmodium protein, unknown function","Previous IDs: PK14_0070w;PKH_134340"
"PKNH_1354800","PKNH_1354800.1","tetratricopeptide repeat protein, putative","Previous IDs: PK14_0065c;PKH_134370"
"PKNH_1354900","PKNH_1354900.1","conserved Plasmodium protein, unknown function","Previous IDs: PKH_134375"
"PKNH_1355000","PKNH_1355000.1","condensin complex subunit 1, putative","Previous IDs: PK14_0065c;PKH_134380"
"PKNH_1355100","PKNH_1355100.1","conserved Plasmodium protein, unknown function","Previous IDs: PK14_0060w;PKH_134400"
"PKNH_1355200","PKNH_1355200.1","conserved Plasmodium protein, unknown function","Previous IDs: PK14_0055w;PKH_134420"
"PKNH_1355300","PKNH_1355300.1","conserved Plasmodium protein, unknown function","Previous IDs: PK14_0055w;PKH_134430"
"PKNH_1355400","PKNH_1355400.1","U2 snRNP-associated SURP motif-containing protein, putative","Previous IDs: PKH_134440"
"PKNH_1355500","PKNH_1355500.1","ribosomal protein S27a, putative","Previous IDs: PK14_0045c;PKH_134450"
"PKNH_1355600","PKNH_1355600.1","small nucleolar RNA snoR22","Previous IDs: PKH_134452"
"PKNH_1355700","PKNH_1355700.1","zinc finger protein, putative","Previous IDs: PK14_0040c;PKH_134460"
"PKNH_1355800","PKNH_1355800.1","26S proteasome regulatory subunit RPN6, putative","Previous IDs: PK14_0035c;PKH_134470"
"PKNH_1355900","PKNH_1355900.1","cytochrome c oxidase subunit ApiCOX19, putative","Previous IDs: PK14_0030w;PKH_134480"
"PKNH_1356000","PKNH_1356000.1","pseudouridine synthase, putative","Previous IDs: PK14_0025w;PKH_134490"
"PKNH_1356100","PKNH_1356100.1","conserved Plasmodium protein, unknown function","Previous IDs: PK14_0020c;PKH_134500"
"PKNH_1356200","PKNH_1356200.1","conserved protein, unknown function","Previous IDs: PK14_0020c;PKH_134510"
"PKNH_1356300","PKNH_1356300.1","choline kinase, putative","Previous IDs: PK14_0010w;PKH_134520"
"PKNH_1356400","PKNH_1356400.1","conserved Plasmodium protein, unknown function","Previous IDs: PKA_13008;PKH_134530"
"PKNH_1356500","PKNH_1356500.1","tryptophan-rich protein","Previous IDs: PKA_13007;PKH_134540"
"PKNH_1356600","PKNH_1356600.1","Plasmodium exported protein, unknown function","Previous IDs: PK4_1960c;PKH_134550"
"PKNH_1356700","PKNH_1356700.1","Plasmodium exported protein (PHIST), unknown function","Previous IDs: PK4_1965w;PKH_134560"
"PKNH_1356800","PKNH_1356800.1","Plasmodium exported protein, unknown function","Previous IDs: PK14_3525c;PKH_134570"
"PKNH_1356900","PKNH_1356900.1","duffy binding protein gamma","Previous IDs: PK4_1990w;PKH_134580;erythrocyte-binding protein"
"PKNH_1357000","PKNH_1357000.1","PIR protein","Previous IDs: PK00_0900w;PK4_2000w;PKH_134590"
"PKNH_1357100","PKNH_1357100.1","Plasmodium exported protein, unknown function","Previous IDs: PK4_2020w;PK4_2022w;PKH_134600"
"PKNH_1357200","PKNH_1357200.1","SICAvar, type I (fragment)","Previous IDs: PK13_006;PKH_134610"
"PKNH_1357300","PKNH_1357300.1","SICAvar, type I (fragment)","Previous IDs: PK7_1040c;PKH_134615"
"PKNH_1357400","PKNH_1357400.1","SICAvar, type I (fragment)","null"
"PKNH_1400100","PKNH_1400100.1","SICAvar, type I (fragment)","null"
"PKNH_1400200","PKNH_1400200.1","Plasmodium exported protein (PHIST), unknown function","null"
"PKNH_1400300","PKNH_1400300.1","Plasmodium exported protein, unknown function","Previous IDs: PKH_000540"
"PKNH_1400400","PKNH_1400400.1","PIR protein","Previous IDs: PKH_000530"
"PKNH_1400500","PKNH_1400500.1","hypothetical protein, conserved in P.knowlesi","Previous IDs: PKH_000520"
"PKNH_1400600","PKNH_1400600.1","conserved Plasmodium protein, unknown function","Previous IDs: PKH_000510"
"PKNH_1400700","PKNH_1400700.1","Plasmodium exported protein, unknown function, pseudogene","Previous IDs: PKH_000500"
"PKNH_1400800","PKNH_1400800.1","duffy binding protein beta","Previous IDs: PKH_000490"
"PKNH_1400900","PKNH_1400900.1","Plasmodium exported protein, unknown function","null"
"PKNH_1401000","PKNH_1401000.1","Plasmodium exported protein, unknown function","null"
"PKNH_1401100","PKNH_1401100.1","Plasmodium exported protein, unknown function","null"
"PKNH_1401200","PKNH_1401200.1","Plasmodium exported protein, unknown function","null"
"PKNH_1401300","PKNH_1401300.1","cytoadherence linked asexual protein, putative","Previous IDs: PKH_000170"
"PKNH_1401400","PKNH_1401400.1","Plasmodium exported protein, unknown function","null"
"PKNH_1401500","PKNH_1401500.1","lysophospholipase, putative","Previous IDs: PKH_000320"
"PKNH_1401600","PKNH_1401600.1","Plasmodium exported protein, unknown function","null"
"PKNH_1401700","PKNH_1401700.1","Plasmodium exported protein, unknown function","Previous IDs: PK13_0010c;PKH_140010"
"PKNH_1401800","PKNH_1401800.1","Plasmodium exported protein, unknown function","Previous IDs: PK13_0020c;PKH_140020"
"PKNH_1401900","PKNH_1401900.1","conserved Plasmodium protein, unknown function","Previous IDs: PK15_0030c;PKH_140030"
"PKNH_1402000","PKNH_1402000.1","conserved Plasmodium protein, unknown function","Previous IDs: PK13_0030w;PKH_140040"
"PKNH_1402100","PKNH_1402100.1","Plasmodium exported protein, unknown function","Previous IDs: PK13_0040w;PKH_140050"
"PKNH_1402200","PKNH_1402200.1","Plasmodium exported protein, unknown function","Previous IDs: PK15_0020w;PKH_140060"
"PKNH_1402300","PKNH_1402300.1","gametocyte associated protein, putative","Previous IDs: PK13_0050c;PKH_140070"
"PKNH_1402400","PKNH_1402400.1","protein UIS3, putative","Previous IDs: PK13_0070c;PKH_140080"
"PKNH_1402500","PKNH_1402500.1","hypothetical protein","null"
"PKNH_1402600","PKNH_1402600.1","conserved protein, unknown function","Previous IDs: PK13_0080c;PKH_140090"
"PKNH_1402700","PKNH_1402700.1","conserved Plasmodium protein, unknown function","Previous IDs: PK13_0090c;PKH_140100"
"PKNH_1402800","PKNH_1402800.1","deoxyhypusine hydroxylase, putative","Previous IDs: PK13_0100c;PKH_140110"
"PKNH_1402900","PKNH_1402900.1","ATP-dependent RNA helicase DHR1, putative","Previous IDs: PK13_0110w;PKH_140120"
"PKNH_1403000","PKNH_1403000.1","40S ribosomal protein S7, putative","Previous IDs: PK13_0120c;PKH_140130"
"PKNH_1403100","PKNH_1403100.1","conserved protein, unknown function","Previous IDs: PK13_0130w;PKH_140140"
"PKNH_1403200","PKNH_1403200.1","ATP synthase-associated protein, putative","Previous IDs: PK13_0140w;PKH_140150"
"PKNH_1403300","PKNH_1403300.1","methyltransferase, putative","Previous IDs: PK13_0150w;PKH_140160"
"PKNH_1403400","PKNH_1403400.1","SNARE protein, putative","Previous IDs: PK13_0160c;PKH_140170"
"PKNH_1403500","PKNH_1403500.1","conserved Plasmodium protein, unknown function","Previous IDs: PK13_0170w;PKH_140180"
"PKNH_1403600","PKNH_1403600.1","LisH domain-containing protein, putative","Previous IDs: PK13_0180c;PKH_140190"
"PKNH_1403700","PKNH_1403700.1","sodium/hydrogen exchanger, putative","Previous IDs: PK13_0190c;PKH_140200"
"PKNH_1403800","PKNH_1403800.1","conserved Plasmodium protein, unknown function","Previous IDs: PK13_0200w;PKH_140210"
"PKNH_1403900","PKNH_1403900.1","tetratricopeptide repeat protein, putative","Previous IDs: PK13_0220w;PKH_140220"
"PKNH_1404000","PKNH_1404000.1","peptidase, putative","Previous IDs: PK13_0230c;PKH_140230"
"PKNH_1404100","PKNH_1404100.1","conserved protein, unknown function","Previous IDs: PK13_0240w;PKH_140240"
"PKNH_1404200","PKNH_1404200.1","condensin complex subunit 2, putative","Previous IDs: PK13_0250c;PKH_140250"
"PKNH_1404300","PKNH_1404300.1","DNA ligase I, putative","Previous IDs: PK13_0260c;PKH_140260"
"PKNH_1404400","PKNH_1404400.1","CorA-like Mg2+ transporter protein, putative","Previous IDs: PK13_0270c;PKH_140270"
"PKNH_1404500","PKNH_1404500.1","conserved Plasmodium protein, unknown function","Previous IDs: PK13_0280w;PKH_140280"
"PKNH_1404600","PKNH_1404600.1","PUB domain-containing protein, putative","Previous IDs: PK13_0290c;PKH_140290"
"PKNH_1404700","PKNH_1404700.1","small heat shock protein, putative","Previous IDs: PK13_0300c;PKH_140300"
"PKNH_1404800","PKNH_1404800.1","conserved Plasmodium protein, unknown function","Previous IDs: PK13_0310w;PKH_140310"
"PKNH_1404900","PKNH_1404900.1","cyclin 4, putative","Previous IDs: PK13_0320w;PKH_140320"
"PKNH_1404950","PKNH_1404950.1","small nucleolar RNA snoR16","null"
"PKNH_1405000","PKNH_1405000.1","NLI interacting factor-like phosphatase, putative","Previous IDs: PK13_0330c;PKH_140330"
"PKNH_1405100","PKNH_1405100.1","DNA-directed RNA polymerase II subunit RPB11, putative","Previous IDs: PK13_0340w;PKH_140340"
"PKNH_1405200","PKNH_1405200.1","MCL1 domain-containing protein, putative","Previous IDs: PK13_0350w;PKH_140350"
"PKNH_1405300","PKNH_1405300.1","protein AMR3, putative","Previous IDs: PK13_0360c;PKH_140360"
"PKNH_1405400","PKNH_1405400.1","AP2 domain transcription factor, putative","Previous IDs: PK13_0370w;PKH_140370"
"PKNH_1405500","PKNH_1405500.1","translational activator GCN1, putative","Previous IDs: PK13_0380c;PKH_140380"
"PKNH_1405600","PKNH_1405600.1","AAR2 protein, putative","Previous IDs: PK13_0390c;PKH_140390"
"PKNH_1405700","PKNH_1405700.1","mitogen-activated protein kinase phosphatase 1, putative","Previous IDs: PK13_0400w;PKH_140400"
"PKNH_1405800","PKNH_1405800.1","site-2 protease S2P, putative","Previous IDs: PK13_0410c;PKH_140410"
"PKNH_1405900","PKNH_1405900.1","conserved Plasmodium protein, unknown function","Previous IDs: PK13_0420w;PKH_140420"
"PKNH_1406000","PKNH_1406000.1","conserved Plasmodium protein, unknown function","Previous IDs: PK13_0440w;PKH_140430"
"PKNH_1406100","PKNH_1406100.1","conserved Plasmodium protein, unknown function","Previous IDs: PK13_0450c;PKH_140440"
"PKNH_1406200","PKNH_1406200.1","conserved Plasmodium protein, unknown function","Previous IDs: PK13_0460w;PKH_140450"
"PKNH_1406300","PKNH_1406300.1","conserved Plasmodium protein, unknown function","Previous IDs: PK13_0470w;PKH_140460"
"PKNH_1406400","PKNH_1406400.1","conserved protein, unknown function","Previous IDs: PK13_0480c;PKH_140470"
"PKNH_1406500","PKNH_1406500.1","SAM dependent methyltransferase, putative","Previous IDs: PK13_0490w;PKH_140480"
"PKNH_1406600","PKNH_1406600.1","26S protease regulatory subunit 10B, putative","Previous IDs: PK13_0500c;PKH_140490"
"PKNH_1406700","PKNH_1406700.1","MORN repeat protein, putative","Previous IDs: PK13_0510w;PKH_140500"
"PKNH_1406800","PKNH_1406800.1","V-type proton ATPase subunit H, putative","Previous IDs: PK13_0520c;PKH_140510"
"PKNH_1406900","PKNH_1406900.1","conserved Plasmodium protein, unknown function","Previous IDs: PK13_0530c;PKH_140520"
"PKNH_1407000","PKNH_1407000.1","SICAvar, type I","Previous IDs: PK13_0550c;PKH_140530"
"PKNH_1407100","PKNH_1407100.1","RED-like protein, putative","Previous IDs: PK13_0600c;PKH_140570"
"PKNH_1407200","PKNH_1407200.1","U1 small nuclear ribonucleoprotein A, putative","Previous IDs: PK13_0610w;PKH_140580"
"PKNH_1407300","PKNH_1407300.1","exosome complex component RRP40, putative","Previous IDs: PK13_0620c;PKH_140590"
"PKNH_1407400","PKNH_1407400.1","U3 small nucleolar RNA-associated protein 6, putative","Previous IDs: PK13_0630w;PKH_140600"
"PKNH_1407500","PKNH_1407500.1","DnaJ protein, putative","Previous IDs: PK13_0640c;PKH_140610"
"PKNH_1407600","PKNH_1407600.1","ATP-dependent RNA helicase DBP6, putative","Previous IDs: PK13_0650w;PKH_140620"
"PKNH_1407700","PKNH_1407700.1","conserved Plasmodium protein, unknown function","Previous IDs: PK13_0660c;PKH_140630"
"PKNH_1407800","PKNH_1407800.1","conserved Plasmodium protein, unknown function","Previous IDs: PK13_0670c;PKH_140640"
"PKNH_1407900","PKNH_1407900.1","DNA-directed RNA polymerase subunit alpha, putative","Previous IDs: PK13_0680c;PKH_140650"
"PKNH_1408000","PKNH_1408000.1","TOM1-like protein, putative","Previous IDs: PK13_0690w;PKH_140660"
"PKNH_1408100","PKNH_1408100.1","FHA domain-containing protein, putative","Previous IDs: PK13_0700c;PK13_0710c;PKH_140668;PKH_140670"
"PKNH_1408200","PKNH_1408200.1","conserved Plasmodium protein, unknown function","Previous IDs: PK13_0700c;PK13_0710c;PKH_140670;PKH_140672"
"PKNH_1408300","PKNH_1408300.1","tripartite motif protein, putative","Previous IDs: PK13_0720c;PKH_140680"
"PKNH_1408400","PKNH_1408400.1","conserved Plasmodium protein, unknown function","Previous IDs: PK13_0730w;PKH_140690"
